
"5011000015174",31.15272248,121.3362569,"九亭","松江","奥林匹克花园",6,"48205","128"
"5011000012143",30.914748,121.452703,"南桥","奉贤","贝港南区",21,"25380","123"
"5011000012807",31.067346,121.715747,"宣桥","浦东","艺泰安邦",3,"32346","117"
"5011000009660",31.34873307,121.2462989,"嘉定新城","嘉定","新城金郡",3,"35858","115"
"5011000017980",31.234586,121.57339,"联洋","浦东","仁恒河滨城",11,"101353","114"
"5011000012777",31.04551635,121.7562547,"惠南","浦东","绿地峰汇",5,"24020","112"
"5011000005209",31.350562,121.264357,"嘉定新城","嘉定","合景峰汇",116,"25211","71"
"5011000016514",31.356037,121.413084,"顾村","宝山","泰和新城",16,"39180","70"
"5011000010865",31.223985,121.483832,"新天地","黄浦","翠湖天地御苑",10,"156124","70"
"5011000012055",31.122609,121.595808,"周浦","浦东","印象春城",5,"54015","68"
"5011000017211",31.231823,121.515428,"陆家嘴","浦东","财富海景花园",10,"115676","67"
"5011000012592",31.295585,121.416867,"大华","宝山","梧桐城邦（公寓）",3,"62884","67"
"5011000013259",31.156052,121.548636,"三林","浦东","浦发绿城",11,"51482","66"
"5011000012222",31.138205,121.584255,"康桥","浦东","城中花园",4,"46778","66"
"5011000013681",31.132679,121.575237,"周浦","浦东","绿地东上海",116,"55772","65"
"5011000014166",31.258996,121.574889,"金杨","浦东","黄山新村",18,"73421","64"
"5011000003337",31.114579,121.415633,"春申","闵行","春申景城（公寓）",5,"75039","64"
"5011000018129",31.197619,121.439715,"徐家汇","徐汇","东方曼哈顿",11,"113178","64"
"5011000010579",31.282936,121.407084,"万里","普陀","大华颐和华城（公寓）",3,"66365","64"
"5011000017605",31.109448,121.409339,"春申","闵行","万科假日风景（公寓）",10,"65475","63"
"5011000011973",30.98156206,121.8724799,"书院镇","浦东","新舒苑",9,"20993","63"
"5011000013692",31.278963,121.422363,"大华","宝山","大华二村",16,"52621","63"
"5011000009045",31.322362,121.356439,"上大","宝山","金地艺境（宝山）",4,"40864","63"
"5011000013735",31.27115521,121.6084109,"金桥","浦东","长岛公寓",11,"49358","63"
"5011000015388",31.283225,121.430586,"大华","宝山","大华一村",15,"52945","62"
"5011000015678",31.233427,121.537868,"源深","浦东","竹园新村（浦东）",20,"79335","62"
"5011000012581",31.066142,121.241032,"松江大学城","松江","保利西子湾",7,"46666","52"
"5011000014736",31.155856,121.569304,"御桥","浦东","康桥花园",19,"44091","51"
"5011102208191",31.24366148,121.3177538,"江桥","嘉定","绿地新江桥城",116,"47154","51"
"5011000018309",31.208476,121.562126,"北蔡","浦东","万邦都市花园",12,"75483","51"
"5011000008385",31.210359,121.492813,"蓬莱公园","黄浦","西凌新邨",21,"77648","51"
"5011000005136",30.90673142,121.8193722,"泥城镇","浦东","蓝色城邦（公寓）",6,"24899","51"
"5011000012543",31.13125946,121.6051062,"康桥","浦东","海尚康庭",8,"43199","51"
"5011000000130",31.350442,121.373451,"顾村","宝山","保利叶语（公寓）",116,"57182","51"
"5011000016893",31.222624,121.397672,"天山","长宁","天山河畔花园",8,"84596","51"
"5011000014775",31.341997,121.522683,"新江湾城","杨浦","合生江湾国际公寓",4,"76690","50"
"5011000017602",31.353984,121.437777,"共富","宝山","共富二村",10,"41326","50"
"5011000015488",31.11946,121.206276,"佘山","松江","佘山3号",7,"51324","50"
"5011000017632",31.070983,121.156278,"佘山","松江","天马高尔夫别墅",8,"42764","50"
"5011063203738",31.120510351153,121.57645812233,"周浦","浦东","万达广场（周浦）",7,"26827","50"
"5011000015995",31.317771,121.380986,"上大","宝山","聚丰景都",6,"49801","50"
"5011000010206",31.15857918,121.3111302,"九亭","松江","中大九里德（公寓）",5,"49435","50"
"5011000014981",31.117302,121.409033,"春申","闵行","高兴花园",18,"51220","49"
"5011000004189",30.91511522,121.4536327,"南桥","奉贤","贝港北区",18,"25164","49"
"5011000004961",31.29723,121.340231,"桃浦","普陀","同进理想城",116,"39020","49"
"5011000012421",31.079884,121.333038,"莘闵别墅","松江","新弘国际城（公寓）",4,"39611","49"
"5011000010599",31.035759,121.64498,"新场","浦东","汇锦城（公寓）",3,"35313","56"
"5011000016873",31.294981,121.460865,"大宁","闸北","明园森林都市",3,"75308","56"
"5011000003404",31.083986,121.606653,"航头","浦东","鹤沙航城东茗苑",3,"39381","56"
"5011000003718",31.039318,121.219935,"松江新城","松江","湖畔尚品",8,"18662","56"
"5011000001075",31.064425,121.248275,"松江大学城","松江","万达广场（松江）",2,"23645","56"
"5011000017107",31.265358,121.374318,"真光","普陀","阳光威尼斯（三期）",10,"51453","56"
"5011000012404",31.370161,121.438399,"杨行","宝山","天馨花园（公寓）",7,"41131","55"
"5011000014057",31.132273,121.591534,"周浦","浦东","圣鑫苑",4,"45685","54"
"5011000016498",31.289342,121.411289,"大华","宝山","康泰新城",13,"50470","54"
"5011000010787",30.908689,121.469525,"南桥","奉贤","江海花园",14,"25730","54"
"5011000004375",31.147636,121.310627,"九亭","松江","上海源花城",8,"43886","54"
"5011000017805",31.045722,121.355589,"马桥","闵行","绿城玫瑰园",7,"80980","54"
"5011000012603",31.3314284,121.4958192,"高境","宝山","美岸栖庭（公寓）",3,"61485","53"
"5011000003569",31.2895737,121.177012,"安亭","嘉定","尚都国际酒店公寓",4,"16367","53"
"5011000017475",31.20229,121.406263,"古北","长宁","御翠豪庭",8,"109685","53"
"5011000013759",31.324675,121.479561,"高境","宝山","三花现代城",2,"65021","52"
"5011063203505",31.185062,121.464609,"徐汇滨江","徐汇","尚海湾豪庭",1,"104780","52"
"5011000013188",31.26590419,121.5998803,"金桥","浦东","金桥湾清水苑",18,"60824","52"
"5011000003788",31.36301424,121.3852817,"顾村","宝山","绿地北郊广场",4,"25296","52"
"5011000017935",31.030128,121.403224,"老闵行","闵行","夏朵小城",8,"35427","52"
"5011000017872",31.227414,121.520399,"陆家嘴","浦东","世茂滨江花园",7,"90238","198"
"5011000009003",30.917494,121.496476,"南桥","奉贤","卓越世纪中心（奉贤）",2,"22972","192"
"5011102207057",31.10631595,121.362808,"莘庄","闵行","上海康城",8,"39913","187"
"5011000014141",31.259226,121.451405,"中远两湾城","普陀","中远两湾城",10,"73080","166"
"5011000015174",31.15272248,121.3362569,"九亭","松江","奥林匹克花园",6,"48205","128"
"5011000012143",30.914748,121.452703,"南桥","奉贤","贝港南区",21,"25380","123"
"5011000012807",31.067346,121.715747,"宣桥","浦东","艺泰安邦",3,"32346","117"
"5011000009660",31.34873307,121.2462989,"嘉定新城","嘉定","新城金郡",3,"35858","115"
"5011000017980",31.234586,121.57339,"联洋","浦东","仁恒河滨城",11,"101353","114"
"5011000012777",31.04551635,121.7562547,"惠南","浦东","绿地峰汇",5,"24020","112"
"5011000009061",31.295106,121.168279,"安亭","嘉定","底特律财富天地",5,"17644","107"
"5011102209345",31.28632734,121.6028134,"金桥","浦东","证大家园（公寓）",116,"76320","104"
"5011000013546",31.158247,121.590724,"御桥","浦东","绿洲康城亲水湾",-1,"57752","100"
"5011102210422",31.35350639,121.3651601,"顾村","宝山","保利叶上海（公寓）",116,"56982","99"
"5011000004411",30.91603967,121.8258617,"泥城镇","浦东","鸿音广场",3,"13659","99"
"5011000010208",30.908065,121.465619,"南桥","奉贤","江海二村（奉贤）",19,"22663","97"
"5011000014838",30.919546,121.459546,"南桥","奉贤","解放新村",13,"25243","95"
"5011000013063",31.297808,121.619963,"高行","浦东","绿地威廉公寓",3,"60617","94"
"5011000015938",31.334703,121.402008,"上大","宝山","经纬城市绿洲",6,"53036","92"
"5011000013303",31.245794,121.568745,"洋泾","浦东","崮山小区",15,"84478","92"
"5011000010872",31.05232,121.538379,"浦江","闵行","水语人家",6,"43377","44"
"5011000004510",31.083003,121.347211,"莘闵别墅","松江","万科白马花园（公寓）",9,"42607","44"
"5011000013596",31.324487,121.545871,"中原","杨浦","市光三村",11,"54480","44"
"5011000013843",31.14284215,121.3227127,"九亭","松江","上海青年城",4,"32582","43"
"5011000012108",31.165639,121.155179,"夏阳","青浦","新城盛景园",5,"40293","43"
"5011000014672",31.304624,121.597292,"金桥","浦东","仁恒森兰雅苑",3,"78338","43"
"5011000017051",31.234367,121.417154,"武宁","普陀","曹家巷小区",116,"76850","43"
"5011000000114",31.108802,121.61712,"周浦","浦东","绿地东海岸时尚广场",2,"36888","43"
"5011000017768",31.18250242,121.3624675,"航华","闵行","航华一村",11,"44953","43"
"5011000014035",31.15977,121.588835,"御桥","浦东","锦绣华都",6,"55991","43"
"5011000002447",30.99627581,121.4383843,"西渡","奉贤","连城一号",3,"24007","43"
"5011000003331",30.935124,121.475233,"南桥","奉贤","育秀东区",10,"28405","43"
"5011000005217",31.151066,121.128013,"夏阳","青浦","城东新村",17,"33503","43"
"5011000013277",31.322276,121.325506,"南翔","嘉定","路劲翡丽湾（公寓）",3,"45221","43"
"5011000009266",31.16584243,121.0934332,"盈浦","青浦","民乐佳苑",10,"32568","43"
"5011000009873",31.051163,121.545232,"浦江","闵行","欣佳宝邸",5,"41201","43"
"5011000013355",31.110319,121.199644,"佘山","松江","紫都上海晶园",6,"86876","43"
"5011000014286",31.128044,121.405262,"梅陇","闵行","上海阳城",13,"63235","42"
"5011000014388",31.179046,121.554494,"北蔡","浦东","绿川新苑",11,"50350","42"
"5011000001277",30.90680759,121.8137841,"泥城镇","浦东","乾耀东港",116,"28104","42"
"5011000011398",31.36088093,121.3956842,"顾村","宝山","新天地荻泾花园",5,"48618","45"
"5011000012423",31.142667,121.393657,"古美","闵行","江南星城",11,"64854","45"
"5011000009038",31.13339451,121.6018042,"康桥","浦东","康桥月苑",6,"42468","45"
"5011000014067",31.325868,121.488126,"高境","宝山","高境一村",15,"48113","45"
"5011000014058",31.10037,121.343325,"莘闵别墅","松江","荣盛名邸（公寓）",4,"39074","45"
"5011000014599",31.05347415,121.5418727,"浦江","闵行","虹浦新城",8,"44295","45"
"5011000015337",31.143427,121.374592,"七宝","闵行","皇都花园（公寓）",13,"74763","45"
"5011000015954",31.110933,121.413838,"春申","闵行","上海春城",12,"58998","45"
"5011102207124",31.09193063,121.406025,"颛桥","闵行","龙盛国际商业广场（商住）",1,"51541","44"
"5011000014998",31.201255,121.467842,"斜土路","徐汇","日晖六村",21,"73673","44"
"5011000018067",31.19661,121.401119,"金虹桥","闵行","名都城（公寓）",17,"65495","44"
"5011000015282",31.035482,121.661513,"新场","浦东","东方冠郡",4,"33850","44"
"5011000004510",31.083003,121.347211,"莘闵别墅","松江","万科白马花园（公寓）",9,"42607","44"
"5011000010872",31.05232,121.538379,"浦江","闵行","水语人家",6,"43377","44"
"5011000015554",31.253093,121.495936,"北外滩","虹口","恒升半岛",15,"57515","44"
"5011000005326",31.165264,121.117564,"盈浦","青浦","万寿新村（青浦）",1,"33401","44"
"5011000012553",31.052857,121.544514,"浦江","闵行","瑞和新苑",8,"44637","44"
"5011000012591",31.248083,121.434755,"武宁","普陀","新湖明珠城",9,"86541","44"
"5011000016133",31.370073,121.4488,"杨行","宝山","康桥水都（公寓）",4,"41642","44"
"5011000003539",31.315196,121.322142,"南翔","嘉定","金地格林世界（森林公馆）",6,"50997","44"
"5011000018226",31.236859,121.43529,"曹家渡","静安","达安花园",12,"82803","48"
"5011000014257",31.224111,121.530817,"潍坊","浦东","潍坊四村",34,"72985","48"
"5011000001857",31.08280493,121.5215803,"浦江","闵行","旭辉浦江国际广场（酒店式公寓）",3,"24759","48"
"5011000004909",30.937803,121.497148,"南桥","奉贤","恒盛湖畔豪庭",3,"42704","48"
"5011000017137",31.14289029,121.4439918,"长桥","徐汇","长桥一村",22,"79127","48"
"5010028561477022",31.162636,121.579176,"御桥","浦东","地杰国际城",7,"65961","47"
"5011000013150",31.259948,121.686774,"曹路","浦东","金领国际（公寓）",4,"45367","47"
"5011000002882",31.038313,121.661377,"新场","浦东","丝庐雅苑（公寓）",4,"35101","47"
"5011000014200",31.120979,121.57021,"康桥","浦东","美林小城",9,"51123","47"
"5011000012834",31.030361,121.595426,"航头","浦东","长泰公馆（别墅）",4,"49307","47"
"5011000015381",31.19355628,121.3919644,"金虹桥","闵行","华光花园",16,"57017","46"
"5011000016384",31.28813,121.465689,"大宁","闸北","慧芝湖花园",2,"87930","46"
"5011000010804",31.28987677,121.1880361,"安亭","嘉定","新城尚上城",3,"34112","46"
"5011000011257",31.094617,121.415841,"春申","闵行","上海星河湾",5,"63799","46"
"5011000013962",31.062639,121.805988,"惠南","浦东","惠南小城",8,"28681","46"
"5011000014744",31.277251,121.213565,"安亭","嘉定","大众春盛苑",8,"32506","45"
"5011000014674",31.204605,121.483813,"五里桥","黄浦","华丽家族汇景天地",5,"65614","45"
"5011000018329",31.222694,121.424661,"中山公园","长宁","凯欣豪园",8,"96211","45"
"5011000005305",31.188013,121.760221,"川沙","浦东","天和湖滨家园",6,"40195","45"
"5011000003169",31.213217,121.566444,"花木","浦东","大唐盛世花园",8,"98742","45"
